,ID,board_t,env_t,light_strength,efficiency,efficiency_A,efficiency_B,efficiency_C,V_A,V_B,V_C,I_A,I_B,I_C,P_A,P_B,P_C,P_avg,wind_speed,wind_direction,y,predicted_V_A,predicted_V_B,predicted_V_C,predicted_I_A,predicted_I_B,predicted_I_C
1827,4119,-13.06,-17.9,96,48.37,48.61,47.59,48.9,669,665,664,8.05,8.14,8.27,5385.45,5413.1,5491.28,5429.94,0,95,,728.799248,729.1956429,728.7626067,1.715359577,1.67330852,1.793752444
2250,5095,-21.21,-19.7,42,68.45,61.28,71.81,72.26,656,648,649,8.23,8.35,8.46,5398.88,5410.8,5490.54,5433.41,0,281,,738.0265913,733.3299424,733.7945979,1.003782878,0.975098257,1.068142811
3991,8816,-5.85,-8.4,239,11.47,10.78,2.38,21.25,621,617,616,8.78,8.76,8.91,5452.38,5404.92,5488.56,5448.62,1.4,316,,729.662533,736.6444542,752.6745743,1.09447097,0.507352092,1.577685342
4036,8905,-3.85,-8.8,359,15.5,16.85,3.68,25.97,616,611,613,8.75,8.81,8.95,5390,5382.91,5486.35,5419.75,2.3,289,,733.8053021,720.656684,750.4458727,1.986646712,0.717839203,3.932419448
509,1140,-17.16,-17.3,57,73.54,98.95,14.26,107.4,655,649,651,8.24,8.34,8.42,5397.2,5412.66,5481.42,5430.43,2.6,276,,739.2511506,735.4634698,736.1238402,1.826409986,1.571122648,2.576537361
511,1149,-11.68,-16.4,129,66.69,65.75,65.05,69.26,659,653,651,7.94,7.71,8.42,5232.46,5034.63,5481.42,5249.5,3.2,275,,733.3783645,730.0457686,732.4918834,3.217336214,3.150956035,3.366903798
848,1898,-18.37,-18.1,40,59.47,69.77,35.78,72.85,629,627,630,8.58,8.71,8.7,5396.82,5461.17,5481,5446.33,1.4,78,,730.8908483,722.4142389,727.2737036,0.924125046,0.799081354,1.114075886
1014,2273,-18.25,-17.9,44,64.26,75.71,24.49,92.58,638,638,632,8.54,8.57,8.67,5448.52,5467.66,5479.44,5465.21,1.6,289,,737.5560586,728.1433764,737.8476971,1.306248078,1.057516857,1.475942705
1018,2281,-12.97,-16.3,89,67.25,64.9,66.04,70.8,671,666,668,8.01,8.06,8.2,5374.71,5367.96,5477.6,5406.76,2.4,284,,729.2269513,730.2655058,730.881898,2.217115684,2.069342948,2.284699448
1640,3708,-6.73,-9,156,11.23,10.86,10.46,12.36,671,680,668,7.43,1.66,8.2,4985.53,1128.8,5477.6,3863.98,1.4,47,,724.6656757,719.2018149,723.3782807,0.665145891,0.736987505,0.73560305
1671,3769,-17.12,-17.7,113,14.18,13.85,13.74,14.94,642,635,633,8.36,8.44,8.65,5367.12,5359.4,5475.45,5400.66,0.6,341,,730.4492259,723.1517353,728.9075385,0.541880169,0.821263752,0.717577395
1739,3902,-9.73,-14.7,67,71.67,38.13,128.47,48.41,657,651,653,8.23,8.27,8.38,5407.11,5383.77,5472.14,5421.01,0.3,60,,735.9933382,724.0905809,729.9862514,1.363307524,1.160841434,1.090124302
1824,4112,-18.48,-19,62,35.13,31.91,33.11,40.36,618,612,612,9.06,9.24,8.94,5599.08,5654.88,5471.28,5575.08,0,118,,724.0388762,720.6799039,726.0838753,0.828827785,0.691210133,0.79568113
2093,4710,2.81,-8.3,243,28.06,11.42,61.24,11.53,642,638,631,7.99,8.06,8.67,5129.58,5142.28,5470.77,5247.54,0.3,211,,734.6107113,664.2315672,654.0381181,1.065050969,6.515899354,1.255244892
3984,8802,-3.21,-7.4,469,11.13,11.65,3.06,18.68,682,676,677,7.83,7.84,8.08,5340.06,5299.84,5470.16,5370.02,0.7,266,,735.8786275,718.6776615,751.8168726,2.009326079,0.35973634,3.433343694
3992,8817,-5.52,-7.8,483,10.84,7.2,1.57,23.74,630,628,630,8.49,8.6,8.68,5348.7,5400.8,5468.4,5405.97,1.9,289,,741.7624646,740.3887886,755.7448475,2.064648924,0.162728422,3.195724773
4007,8848,-7.62,-8.5,191,13.57,11.5,3.03,26.19,667,661,662,8.12,7.97,8.26,5416.04,5268.17,5468.12,5384.11,0.4,253,,741.254515,727.3888172,752.3073312,0.905333091,0.243549763,1.71123088
4123,9092,-15.18,-16.8,117,39.9,40.11,40.33,39.26,626,623,624,8.57,8.59,8.76,5364.82,5351.57,5466.24,5394.21,2.1,280,,733.8093396,732.8826639,730.1133615,1.726868442,1.756053989,1.780815477
4224,9297,-16.5,-16.5,98,40.74,40.94,42.26,39.03,677,674,674,7.87,7.92,8.11,5327.99,5338.08,5466.14,5377.4,2.4,290,,731.8481766,730.2885117,727.6461416,1.476135118,1.422088592,1.507945621
849,1899,-17.7,-17.8,58,54.04,51.67,51.95,58.49,625,621,619,8.59,8.66,8.83,5368.75,5377.86,5465.77,5404.13,1,62,,736.9869392,733.5245038,732.6470498,1.168172627,1.189691044,1.200102496
853,1905,-14.43,-16.9,91,50.94,50.19,49.13,53.49,634,629,631,8.56,8.51,8.66,5427.04,5352.79,5464.46,5414.76,0.4,80,,727.5712423,729.1679101,726.1064505,1.692240376,1.559646144,1.802003692
1639,3707,-6.41,-8.9,161,11.52,10.82,11.12,12.6,630,629,627,8.54,8.66,8.71,5380.2,5447.14,5461.17,5429.5,1.2,13,,725.9726354,720.1634601,726.0076448,0.680339196,0.730796996,0.763382976
1738,3899,-9.41,-14.7,73,71.95,38.51,130.09,47.24,631,630,626,8.42,8.55,8.72,5313.02,5386.5,5458.72,5386.08,0.9,5,,732.8126536,720.0556414,729.1168679,1.673176188,1.899570433,1.303473008
1825,4115,-17.02,-18.7,84,40.9,39.45,41.31,41.93,626,623,623,8.63,8.68,8.76,5402.38,5407.64,5457.48,5422.5,0,96,,731.4368445,730.0366202,728.3043189,1.268554029,1.272341188,1.256967198
2103,4733,11.68,-6.4,253,28.78,16.8,56.41,13.14,632,619,628,8.75,8.64,8.69,5530,5348.16,5457.32,5445.16,0.4,228,,740.0732968,660.9636626,681.3755628,1.816860373,6.512862064,1.540069714
2522,5722,-14.14,-16.7,106,56.43,55.64,55.56,58.09,648,644,645,8.11,8.13,8.46,5255.28,5235.72,5456.7,5315.9,1.7,271,,732.3968434,732.0744446,727.5164008,2.206760996,2.208824347,2.323198688
3280,7333,-13.1,-16.8,83,56.27,55.75,56.16,56.88,661,659,661,7.83,6.32,8.25,5175.63,4164.88,5453.25,4931.25,0,275,,729.47728,730.667543,727.0474162,1.729508001,1.77717657,1.794514766
3989,8813,-4.62,-8,243,11.62,10.85,2.74,21.27,671,667,665,8.07,8.13,8.2,5414.97,5422.71,5453,5430.23,2.3,295,,734.4497031,724.5627008,744.7591506,1.07184099,0.214439837,1.678211248
4035,8901,-4.99,-9.6,339,15.76,14.89,3.26,29.14,640,632,633,8.47,8.51,8.61,5420.8,5378.32,5450.13,5416.42,2.2,270,,732.7710745,718.5609985,754.5038997,1.932192005,0.55537616,3.449558271
4225,9298,-16.12,-16.4,107,39.67,39.66,40.25,39.09,665,660,659,7.89,8.06,8.27,5246.85,5319.6,5449.93,5338.79,1.8,276,,729.0928639,731.8521626,726.9566509,1.56223567,1.552945528,1.63558105
4433,9735,-9.75,-14.5,302,27.98,27.35,27.18,29.4,619,614,613,8.73,8.76,8.89,5403.87,5378.64,5449.57,5410.69,0,309,,732.7432266,730.6198225,729.4667281,3.160968146,3.101874176,3.357240794
4435,9737,-9.02,-14,316,28.36,27.9,27.41,29.77,642,637,635,8.46,8.51,8.58,5431.32,5420.87,5448.3,5433.5,0,259,,730.4737911,727.9308558,729.3543834,3.320152491,3.372618975,3.589695183
598,1334,-13,-19.7,74,101.54,99.38,100.27,104.98,632,627,626,8.55,8.51,8.7,5403.6,5335.77,5446.2,5395.19,0.4,244,,732.0271996,730.7011697,728.0919844,2.808581978,2.796380121,2.929984364
677,1522,-14.87,-14.4,65,52.54,58.77,24.25,74.59,638,636,633,8.47,8.52,8.6,5403.86,5418.72,5443.8,5422.13,1.1,107,,733.5843183,727.1169322,734.344259,1.58861621,1.829068123,1.650107276
851,1902,-16.14,-17.5,73,53.11,52.18,50.34,56.82,669,667,665,7.78,7.42,8.18,5204.82,4949.14,5439.7,5197.89,0.4,6,,737.0001638,734.0845094,730.1700614,1.418148422,1.143481836,1.468859341
1013,2272,-18.69,-18.2,25,95.57,121.17,40.33,125.2,631,631,628,8.47,8.53,8.66,5344.57,5382.43,5438.48,5388.49,0.9,290,,726.8522978,721.1843118,726.0967423,1.083471633,1.097202328,1.219001067
1608,3632,-8.98,-10.3,166,12.77,11.68,12.7,13.93,659,652,656,8.02,8.17,8.29,5285.18,5326.84,5438.24,5350.09,1.5,266,,735.3778538,729.2698332,731.4052115,0.756868543,0.799792737,0.865697702
1665,3762,-18.44,-18.2,84,12.95,12.55,12.34,13.95,668,663,664,7.98,8.09,8.19,5330.64,5363.67,5438.16,5377.49,0.7,18,,729.4869509,719.9601493,718.9890725,0.379143147,0.348487113,0.611218461
1672,3771,-16.7,-17.5,122,33.86,13.88,72.77,14.95,658,649,652,8.12,8.28,8.34,5342.96,5373.72,5437.68,5384.79,2.8,355,,726.0647509,717.9206384,721.316676,1.306604061,1.826112674,0.909660948
1673,3773,-15.94,-17.4,127,34.71,14.14,74.85,15.16,627,623,624,8.6,8.62,8.71,5392.2,5370.26,5435.04,5399.17,0.7,349,,728.7975477,709.6013278,726.8467007,1.586349251,1.763639213,1.113006726
1733,3889,-8.12,-14.5,101,65.83,35.69,118.13,43.67,644,642,637,8.29,8.34,8.53,5338.76,5354.28,5433.61,5375.55,2.4,350,,726.8432723,715.7042833,728.9154766,1.384824926,3.928046615,1.668105908
2519,5719,-15.41,-17.4,85,60.13,59.19,59.11,62.08,645,639,639,8.29,8.21,8.5,5347.05,5246.19,5431.5,5341.58,2.4,284,,730.8705813,730.9188076,728.6161547,1.874062975,1.887048156,1.975977641
2521,5721,-14.35,-16.9,108,54.02,52.59,53.48,55.98,645,647,645,8.11,8.17,8.42,5230.95,5285.99,5430.9,5315.95,2.2,277,,733.5866979,732.058939,730.7170179,2.140658771,2.096901405,2.213090061
2905,6530,-18.64,-16.9,29,80.62,81.13,82.43,78.29,630,627,624,8.44,8.51,8.7,5317.2,5335.77,5428.8,5360.59,0,281,,727.4859444,722.1553325,729.1771127,0.85988171,0.880507862,0.866213881
3411,7606,-3.25,-7,246,17.19,14.94,17.51,19.14,619,615,612,8.68,8.71,8.87,5372.92,5356.65,5428.44,5386,0,178,,743.943577,734.3367336,732.5240246,1.681298839,1.589218167,1.692885304
3988,8810,-4.73,-8,397,9.24,7.16,1.61,18.95,633,631,629,8.22,8.48,8.63,5203.26,5350.88,5428.27,5327.47,1,307,,739.6274774,728.9207267,755.7458728,1.302495889,0.019344752,2.359721941
3994,8824,-3.81,-7.6,515,12.98,11.7,2.17,25.06,629,626,626,8.48,8.56,8.67,5333.92,5358.56,5427.42,5373.3,1.4,263,,731.2279007,736.7531676,751.6595734,2.498152268,0.758573667,4.395067529
4000,8835,-4.2,-8,403,10.78,11.26,2.04,19.03,644,639,637,8.38,8.24,8.52,5396.72,5265.36,5427.24,5363.11,3.4,355,,734.0663291,727.682927,749.329545,1.539158104,0.329547661,3.356417681
4013,8862,-8.27,-8.7,122,15.9,15.42,3.35,28.92,647,645,640,8.29,8.19,8.48,5363.63,5282.55,5427.2,5357.79,0.3,266,,712.7009937,713.4324916,744.4538601,0.673125859,0.508280957,1.320329747
4034,8900,-5.37,-9.9,351,13.81,14.23,3.21,23.98,633,627,628,8.49,8.43,8.64,5374.17,5285.61,5425.92,5361.9,2.3,282,,732.8942957,715.5546075,752.6269798,1.940327555,0.637327153,3.355670954
599,1335,-11.98,-19.7,80,98.82,97.11,99.83,99.53,625,626,625,8.31,8.4,8.68,5193.75,5258.4,5425,5292.38,0.9,266,,730.588262,729.9887815,728.7442833,2.948736728,2.99485588,3.13608958
600,1336,-11.47,-19.5,98,82.42,81.02,81.27,84.98,648,640,638,8.27,8.4,8.5,5358.96,5376,5423,5385.99,1.6,251,,728.9000497,728.7463376,727.4623279,2.972384362,3.107619882,3.174051003
601,1338,-10.83,-19.1,107,80.31,79.95,81.12,79.87,646,639,641,8.34,8.3,8.46,5387.64,5303.7,5422.86,5371.4,1.7,238,,728.9700165,727.4331944,727.9476886,3.212570459,3.416832905,3.357828412
930,2097,-13.02,-17.8,139,50.14,50.17,48.57,51.69,661,655,657,7.79,7.8,8.25,5149.19,5109,5420.25,5226.15,1.6,283,,730.6623783,730.1333329,728.2079912,2.58507693,2.481842532,2.741548477
1017,2280,-13.56,-16.5,83,69.87,68.81,68.26,72.55,666,662,661,7.98,7.95,8.2,5314.68,5262.9,5420.2,5332.59,1,276,,733.2566437,732.110617,729.3733951,2.151504543,2.112380035,2.174034689
1612,3638,-8.2,-10,173,13.2,12.37,13.29,13.95,657,658,656,7.93,8.18,8.26,5210.01,5382.44,5418.56,5337,1.1,289,,737.4212081,731.3737531,733.6498439,0.82956141,0.862486059,0.940218125
1829,4127,-10.81,-16.7,181,41.66,40.57,40.94,43.46,656,657,656,7.93,7.81,8.26,5202.08,5131.17,5418.56,5250.6,0.4,186,,722.7723263,725.2211349,726.0462372,2.829330226,2.880285394,2.918582269
2150,4854,-14.93,-16.3,49,73.17,61.53,80.37,77.62,615,612,615,8.66,8.7,8.81,5325.9,5324.4,5418.15,5356.15,0,280,,739.4708693,731.5470859,730.6417466,1.438491111,0.842941456,1.362074847
2157,4873,-6.14,-12.7,153,72.67,74.86,75.12,68.04,627,620,615,8.46,8.34,8.81,5304.42,5170.8,5418.15,5297.79,2.2,296,,730.8898324,716.9324481,731.5787522,4.150660089,4.562919358,4.156509993
2256,5104,-12.58,-16.9,149,55.11,54.2,54.28,56.85,632,631,627,8.48,8.5,8.64,5359.36,5363.5,5417.28,5380.05,0,268,,727.1153892,726.3558546,727.8233938,3.061423637,3.006193592,3.2177393
3278,7329,-17.85,-17.9,63,53.71,53.87,55.74,51.52,620,617,617,8.63,8.69,8.78,5350.6,5361.73,5417.26,5376.53,0,259,,730.5746328,732.3423707,728.891127,1.264340935,1.294580149,1.288176572
3410,7605,-3.52,-7.3,214,17.05,15.6,16.87,18.68,622,618,617,8.64,8.59,8.78,5374.08,5308.62,5417.26,5366.65,0.6,170,,733.851851,733.8383025,734.2084474,1.422837327,1.364232621,1.451353397
3764,8356,-1.71,-6.1,437,27.54,27.28,27.01,28.35,679,672,672,7.78,7.95,8.06,5282.62,5342.4,5416.32,5347.11,5,274,,727.2360741,724.6823048,731.5348518,4.671327915,4.608523169,4.785030505
3993,8821,-4.2,-8,478,11.94,10.07,2.78,22.97,671,664,666,7.96,7.92,8.13,5341.16,5258.88,5414.58,5338.21,0.2,252,,735.5574641,726.657244,752.955366,2.385554477,0.404560369,3.893298007
4041,8923,-2.68,-7.3,352,15.27,16.81,3.7,25.31,633,630,631,8.41,8.52,8.58,5323.53,5367.6,5413.98,5368.37,3.8,285,,731.2464086,721.6442508,749.0270777,2.127597311,0.646886693,3.773912599
4042,8926,-2.48,-7,373,16.35,16.81,3.77,28.47,626,620,618,8.56,8.59,8.76,5358.56,5325.8,5413.68,5366.01,2.9,286,,726.2525836,725.389986,750.3361617,2.444023802,0.7243172,4.065975702
4124,9093,-14.64,-16.7,126,39.51,38.93,40.25,39.35,646,646,642,8.17,8.16,8.43,5277.82,5271.36,5412.06,5320.41,1.9,274,,732.2345205,730.6546326,727.2470835,1.87143078,1.88149026,1.89214359
4125,9094,-13.68,-16.6,135,41.43,41.93,42.46,39.9,671,667,664,7.87,7.98,8.15,5280.77,5322.66,5411.6,5338.34,2,277,,731.245299,730.7306647,729.2141772,2.087769244,2.14796606,2.220531223
512,1152,-10.97,-16.2,140,66.47,65.75,66.04,67.63,629,626,627,8.25,8.46,8.63,5189.25,5295.96,5411.01,5298.74,3.2,275,,729.6074821,726.3437254,728.7646542,3.516892331,3.621795733,3.568595962
597,1332,-13.38,-19.9,57,115.12,120.46,101.01,123.88,629,630,629,8.43,8.47,8.6,5302.47,5336.1,5409.4,5349.32,0.6,167,,733.1399389,731.4773147,730.3220279,2.426123726,2.395824849,2.658521072
847,1897,-18.75,-18.2,38,56.47,63.19,33.09,73.13,646,641,640,8.09,8.16,8.45,5226.14,5230.56,5408,5288.23,1.1,74,,731.521741,722.2529245,728.7474873,0.871044583,0.876759333,0.967722111
932,2100,-11.64,-16.9,164,48.61,47.73,47.83,50.26,661,657,657,8.06,8.02,8.23,5327.66,5269.14,5407.11,5334.64,1.9,289,,729.5064604,728.9155274,727.3756019,2.970444868,2.948304536,3.158803432
1010,2269,-19.64,-18.4,19,114.51,143.83,47.75,151.96,628,625,624,8.5,8.53,8.66,5338,5331.25,5403.84,5357.7,0.9,285,,723.7250334,720.7073803,729.3012375,0.995241961,1.070016379,1.057501603
1099,2458,-18.56,-16.8,38,80.78,106.43,16.82,119.09,661,656,655,7.98,7.99,8.25,5274.78,5241.44,5403.75,5306.66,0,278,,729.4345076,720.4655789,730.388126,1.623847537,2.870864543,1.659065022
1191,2646,-16.64,-17.2,34,107.13,148.95,18.03,154.4,665,658,663,7.83,7.88,8.15,5206.95,5185.04,5403.45,5265.15,0.9,265,,733.150581,721.4852703,726.0720428,1.840067232,1.61128667,2.051562946
2092,4709,2.34,-8.6,244,27.91,11.23,60.99,11.53,633,631,629,8.4,8.49,8.59,5317.2,5357.19,5403.11,5359.17,1.2,173,,737.4163535,668.9405686,654.4510135,1.082254841,6.49763146,1.181082784
2517,5716,-16.6,-17.6,66,66.72,66.57,66.52,67.07,615,611,613,8.61,8.68,8.81,5295.15,5303.48,5400.53,5333.05,1.9,277,,729.2447543,731.8390143,727.3189842,1.634690378,1.351665633,1.671793278
2523,5723,-13.89,-16.7,110,55.29,54.8,53.94,57.14,627,624,625,8.42,8.5,8.64,5279.34,5304,5400,5327.78,2,253,,725.9242249,727.848543,727.9112476,2.242972481,2.263896712,2.354974603
3996,8826,-3.2,-7.4,481,13.41,12.57,2.51,25.14,670,668,665,7.9,7.89,8.12,5293,5270.52,5399.8,5321.11,3.1,336,,729.1626828,732.5714592,751.0361086,2.577065115,0.576635039,4.364613407
4039,8919,-3.31,-7.6,329,14.4,15.27,3.55,24.39,627,620,617,8.71,8.66,8.75,5461.17,5369.2,5398.75,5409.71,2.9,280,,728.4793334,718.9214504,749.7722639,1.955878498,0.35990424,3.264228452
4045,8929,-2.35,-7,443,13.56,14.71,3.48,22.48,668,662,664,7.89,7.94,8.13,5270.52,5256.28,5398.32,5308.37,3.6,274,,725.4440232,720.8561935,746.6827365,2.464720795,0.766275115,4.169976711
4228,9303,-13.7,-15.5,142,40.28,40.74,41.13,38.98,628,624,624,8.44,8.47,8.65,5300.32,5285.28,5397.6,5327.73,2.4,283,,727.1453057,727.2426996,727.4419176,2.15185445,2.178060136,2.262024289
4434,9736,-9.35,-14.4,306,28.51,28.72,27.35,29.45,679,675,677,7.83,7.87,7.97,5316.57,5312.25,5395.69,5341.5,0,279,,731.3248459,729.8641676,729.408748,3.266507648,3.335741066,3.551864089
2,13,-16.68,-16.6,50,73.59,97.95,14.7,108.12,659,653,654,8.05,8.02,8.25,5304.95,5237.06,5395.5,5312.5,0.9,277,,726.8485414,721.9445715,722.7414333,1.824996469,2.482310871,1.890022142
604,1341,-10.79,-18.4,128,72.43,71.77,71.79,73.72,642,639,640,8.15,8.1,8.43,5232.3,5175.9,5395.2,5267.8,2.2,238,,724.1673609,723.8628547,726.6461655,3.507939524,3.488040716,3.680579436
845,1895,-19.41,-18.4,40,45.83,51.97,26.52,58.99,625,617,613,8.56,8.26,8.8,5350,5096.42,5394.4,5280.27,1.8,77,,725.765353,715.083466,722.5303648,0.775730058,0.731961048,0.845743677
931,2099,-12,-16.9,157,48.88,48.51,47.67,50.46,626,623,625,8.39,8.49,8.63,5252.14,5289.27,5393.75,5311.72,2,271,,728.6780941,728.7868546,726.5630638,2.848559113,2.83796302,3.017514977
933,2102,-11.39,-16.7,171,46.98,46.29,45.55,49.1,666,667,665,7.99,7.97,8.11,5321.34,5315.99,5393.15,5343.49,2.3,281,,728.5892133,726.2729134,725.5540058,3.018662281,2.979774082,3.197978815
934,2103,-11.12,-16.7,176,47.4,46.58,46.98,48.62,670,666,668,7.82,7.85,8.07,5239.4,5228.1,5390.76,5286.09,2.1,268,,728.3591003,725.6612005,725.7466997,3.152497517,3.135901459,3.306044043
935,2104,-11.02,-16.3,181,47.86,47.6,46.91,49.07,650,648,644,8.17,8.09,8.37,5310.5,5242.32,5390.28,5314.37,2.2,274,,726.7198831,725.6366236,725.7056397,3.280042883,3.258197869,3.400526992
1016,2279,-14.02,-16.7,77,73.26,72.01,72.74,75.03,671,666,667,7.84,7.78,8.08,5260.64,5181.48,5389.36,5277.16,1.3,283,,731.9795446,728.7179577,726.9808722,2.138027075,1.775968681,2.160852933
1100,2459,-17.5,-16.7,32,102.58,140.04,22.58,145.13,618,612,613,8.61,8.57,8.79,5320.98,5244.84,5388.27,5318.03,0,276,,728.840196,717.6623539,725.3700213,1.695411061,1.700887837,1.765624291
1103,2463,-14.29,-16.7,62,71.07,90.79,30.2,92.21,616,615,620,8.35,8.37,8.69,5143.6,5147.55,5387.8,5226.32,1,277,,724.8108235,721.6594601,722.8683267,2.059048679,1.709130346,2.18891195
1609,3633,-8.87,-10.2,171,13.69,12.51,14.28,14.28,626,623,625,8.41,8.45,8.62,5264.66,5264.35,5387.5,5305.5,1.2,352,,734.5437807,730.6510019,732.7609515,0.847778268,0.898902426,0.925082895
1732,3888,-8.1,-14.8,104,65.17,35.02,116.77,43.72,659,653,657,7.57,7.13,8.2,4988.63,4655.89,5387.4,5010.64,4,24,,725.7961611,717.7182485,726.0997549,1.356744675,3.791899983,1.741523648
1735,3892,-7.75,-14.4,90,67.93,36.66,122.15,44.97,651,647,645,8.16,8.1,8.35,5312.16,5240.7,5385.75,5312.87,2.1,313,,725.9916566,718.5671311,727.8503452,1.355144971,3.565092447,1.507766396
1737,3897,-8.58,-14.7,81,69.69,36.99,126.16,45.94,670,667,669,7.8,7.83,8.05,5226,5222.61,5385.45,5278.02,0.7,313,,728.6859759,720.3080858,725.1724083,1.304143357,2.580734154,1.298473939
1986,4477,-15.56,-16.2,161,13.51,13.25,13.21,14.07,656,655,655,7.78,7.54,8.22,5103.68,4938.7,5384.1,5142.16,1.4,272,,716.9362679,718.8516552,719.5854457,0.838855428,0.752716371,0.83545472
2091,4708,2.86,-8.5,242,28.02,11.18,61.47,11.39,666,662,662,7.84,7.99,8.13,5221.44,5289.38,5382.06,5297.63,1,176,,723.3762148,669.6210217,663.1343442,1.051503859,6.210377001,1.207360952
2158,4874,-5.33,-12.6,161,69.99,71.07,73.06,65.83,653,649,649,7.99,8.16,8.29,5217.47,5295.84,5380.21,5297.84,1.4,281,,729.7922375,717.2840243,726.4643954,4.567612519,4.670965244,4.185603676
2255,5103,-13.29,-17.1,151,51.98,47.85,52.68,55.41,668,667,665,7.97,7.97,8.09,5323.96,5315.99,5379.85,5339.93,0,274,,729.5727516,727.5343364,726.2165697,2.973457282,2.734200841,3.076220691
2514,5709,-20.83,-18.9,24,99.05,99.45,104.4,93.29,660,654,656,8.07,8.01,8.2,5326.2,5238.54,5379.2,5314.65,2.2,282,,729.3324137,721.6334544,730.1749921,0.872333341,0.896755566,0.84815697
2515,5710,-20.18,-18.5,31,85.11,83.82,84.35,87.15,649,646,644,8.15,8.01,8.35,5289.35,5174.46,5377.4,5280.4,2.7,278,,734.5573931,728.6017271,728.8479621,0.916505548,0.896932366,1.065589038
2520,5720,-15.06,-17.3,89,60.38,61.62,58.25,61.27,652,650,651,7.95,8.1,8.26,5183.4,5265,5377.26,5275.22,2.3,278,,730.9183545,728.7749618,727.7347317,1.999516413,1.941501483,2.103441922
2908,6538,-16.98,-16.4,50,63.19,63.22,63.84,62.51,630,627,628,8.44,8.58,8.56,5317.2,5379.66,5375.68,5357.51,0,287,,729.1033098,729.2235504,727.0075652,1.189371726,1.200362324,1.227856568
3003,6725,-17.71,-16.3,39,62.47,62.65,60.86,63.88,629,626,628,8.46,8.53,8.56,5321.34,5339.78,5375.68,5345.6,0,283,,717.4428743,717.897421,720.2491617,0.919229832,0.721198359,0.932077191
3409,7604,-3.56,-7.2,201,16.35,14.66,16.23,18.17,652,646,643,7.97,8.17,8.36,5196.44,5277.82,5375.48,5283.25,1.2,192,,732.8036939,731.074893,731.939462,1.313019288,1.277511426,1.253149991
3748,8319,-12.2,-12.5,139,21.91,22.58,20.38,22.76,626,621,622,8.56,8.61,8.64,5358.56,5346.81,5374.08,5359.82,1.3,275,,723.9448927,722.5247325,727.9304799,1.167255731,1.263599022,1.161104444
4025,8880,-14.24,-13.4,93,20.82,19.98,6.39,36.08,654,651,649,8.06,8.05,8.28,5271.24,5240.55,5373.72,5295.17,1.4,284,,740.4158147,675.1340717,770.8231325,0.711217047,0.33389609,1.670072418
4229,9306,-12.77,-14.9,170,38.14,37.92,37.97,38.53,631,629,627,8.37,8.36,8.57,5281.47,5258.44,5373.39,5304.43,0.8,282,,725.1001323,724.9651188,723.9504405,2.422411361,2.430788074,2.547340099
4610,10136,-11.58,-13.1,205,26.86,26.45,26.06,28.09,669,663,665,7.94,7.92,8.08,5311.86,5250.96,5373.2,5312.01,0,301,,727.5008535,727.076692,727.646231,2.063265127,1.989563706,2.139667408
4710,10337,-12.1,-13.1,153,24.99,26.02,24.61,24.33,662,658,660,8,7.98,8.14,5296,5250.84,5372.4,5306.41,0,70,,728.4987003,727.5654122,724.2295142,1.410025673,1.336946792,1.52770389
3,17,-13.27,-16.2,83,75.36,73.55,73.36,79.16,625,619,618,8.55,8.64,8.69,5343.75,5348.16,5370.42,5354.11,0.7,280,,724.3670517,725.808178,724.6010088,2.358202845,2.302352387,2.439682288
602,1339,-10.94,-18.7,117,76.66,75.76,75.67,78.56,680,677,678,7.62,7.67,7.92,5181.6,5192.59,5369.76,5247.98,2,239,,728.8298352,725.380284,725.5123508,3.367263698,3.361073999,3.521040701
603,1340,-10.87,-18.5,125,73.31,70.69,73.41,75.82,622,618,620,8.38,8.41,8.66,5212.36,5197.38,5369.2,5259.65,1.8,239,,729.0334811,726.0783561,725.9638244,3.465917243,3.40223649,3.567889859
855,1908,-13.75,-16.9,101,53.33,52.68,53.32,53.99,644,642,643,8.01,8.19,8.35,5158.44,5257.98,5369.05,5261.82,1,50,,726.6771566,727.2638624,726.9030898,2.016777317,1.963355202,2.079157275
1101,2461,-16.08,-16.5,54,69.3,92.86,14.86,100.19,663,659,662,7.83,8.01,8.11,5191.29,5278.59,5368.82,5279.57,0,279,,734.8471265,725.7433711,727.0619369,1.855554304,1.771788276,1.992974999
1192,2649,-14.4,-16.7,59,69.89,94.87,13.41,101.38,646,642,642,7.99,8.1,8.36,5161.54,5200.2,5367.12,5242.95,1.5,278,,729.5959014,724.7662833,721.8076589,2.137937486,1.891337219,2.272206296
1358,3028,-12.96,-14,60,67.9,91.96,11.33,100.4,627,619,619,8.52,8.57,8.67,5342.04,5304.83,5366.73,5337.87,1.5,259,,726.3367608,718.3922248,723.4236862,2.12834818,2.757456723,2.223689844
1607,3631,-9.12,-10.5,141,13.26,12.57,14.11,13.09,669,667,665,7.97,7.95,8.07,5331.93,5302.65,5366.55,5333.71,1,316,,721.4973435,716.1922992,729.5845089,0.72634363,0.667539009,0.718714711
